"","Name","FTA","FT.","OREB","DREB","REB","AST","STL","BLK","TOV","TARGET_5Yrs","rule_180","STL_TOV_ratio","double_time","EEF","EEF_GP","EEF_MIN"
"978","Sean Lampley",2.3,"Low","normal","normal",2.4,"normal","normal","normal","Low",0,112.9,0.285714285714286,0,4.9,0.14,0.352517985611511
"979","Chris Jefferies",0.8,"Low","normal","normal",1.2,"normal","normal","normal","Moderate",0,139.4,0.444444444444444,0,3.7,0.0725490196078431,0.282442748091603
"980","Lonny Baxter",1.9,"Low","outstanding","normal",3,"normal","normal","outstanding","Moderate",0,114.6,0.25,0,5.7,0.103636363636364,0.459677419354839
"981","Juaquin Hawkins",0.3,"Low","normal","normal",1.3,"normal","normal","normal","Low",0,130.2,1,0,3.6,0.0620689655172414,0.305084745762712
"982","Richaun Holmes",1.5,"Low","outstanding","normal",2.6,"normal","normal","outstanding","Low",0,138.5,0.666666666666667,0,7.9,0.154901960784314,0.572463768115942
"983","Kareem Rush",0.3,"Low","normal","normal",1.2,"normal","normal","normal","Moderate",1,136.8,0.125,0,3.6,0.0473684210526316,0.31304347826087
"984","Marcus Haislip",1,"Low","normal","normal",1.4,"normal","normal","outstanding","Low",0,136.5,0.4,0,4.4,0.112820512820513,0.389380530973451
"985","Chris Wilcox",1.1,"Low","normal","normal",2.3,"normal","normal","normal","Low",1,102.1,0.166666666666667,0,5.4,0.117391304347826,0.519230769230769
"986","Dan Dickau",0.5,"Moderate","normal","normal",0.9,"normal","normal","normal","Moderate",1,158.1,0.272727272727273,0,4.4,0.088,0.427184466019418
"987","Tayshaun Prince",0.4,"Low","normal","normal",1.1,"normal","normal","normal","Low",1,152.2,0.4,0,4.4,0.104761904761905,0.423076923076923
"988","Ryan Humphrey",0.8,"Low","normal","normal",2.1,"normal","normal","outstanding","Low",0,88.2,0.4,0,2.4,0.05,0.258064516129032
"989","John Salmons",0.5,"Moderate","normal","normal",0.9,"normal","normal","normal","Low",1,148,0.6,0,2.9,0.0453125,0.367088607594937
"990","Tamar Slay",0.3,"Low","normal","normal",0.9,"normal","normal","normal","Low",0,135.9,0.666666666666667,0,2.8,0.0777777777777778,0.368421052631579
"991","Qyntel Woods",0.4,"Low","normal","normal",1,"normal","normal","normal","Low",0,118.3,0.75,0,3.1,0.0584905660377358,0.492063492063492
"992","Cameron Payne",0.4,"Moderate","normal","normal",1.5,"normal","normal","normal","Moderate",0,152.6,0.75,0,7,0.12280701754386,0.573770491803279
"993","Adam Harrington",0.2,"Moderate","normal","normal",0.4,"normal","normal","normal","Low",0,140.4,1,0,1.8,0.0947368421052632,0.310344827586207
"994","Shane Battier",3.6,"Low","outstanding","outstanding",5.4,"outstanding","outstanding","outstanding","High",1,150.2,0.8,1,17.9,0.22948717948718,0.45088161209068
"995","Jason Richardson",2.6,"Low","outstanding","outstanding",4.3,"outstanding","outstanding","outstanding","High",1,143,0.65,1,16.8,0.21,0.51063829787234
"996","Jamaal Tinsley",2.3,"Low","normal","outstanding",3.7,"outstanding","outstanding","outstanding","High",1,132.4,0.5,0,15.4,0.1925,0.504918032786885
"997","Sonny Parker",2.1,"Low","normal","normal",2.6,"outstanding","outstanding","normal","High",1,141.7,0.6,0,12,0.155844155844156,0.408163265306122
"998","Trenton Hassell",1.5,"Moderate","normal","normal",3.3,"outstanding","normal","outstanding","Moderate",1,155.2,0.538461538461538,0,11.4,0.146153846153846,0.397212543554007
"999","Justin Anderson",1,"Moderate","normal","normal",2.4,"normal","normal","outstanding","Low",0,147.1,0.75,0,5.5,0.1,0.466101694915254
"1000","Eddie Griffin",1.2,"Moderate","outstanding","outstanding",5.7,"normal","normal","outstanding","Low",1,144,0.3333333,0,12.9,0.1767123,0.4961538
"1001","Joe Johnson",0.7,"Moderate","normal","normal",3.3,"outstanding","normal","normal","Moderate",1,149.6,0.8888889,0,11.6,0.1506494,0.4658635
"1002","Gilbert Arenas",3.4,"Moderate","normal","normal",2.8,"outstanding","outstanding","normal","High",1,157.3,0.7142857,1,12.8,0.2723404,0.5203252
"1003","Richard Jefferson",3.4,"Moderate","outstanding","normal",3.7,"normal","normal","outstanding","Moderate",1,140.2,0.5714286,0,10.8,0.1367089,0.4444444
"1004","Speedy Claxton",2,"Moderate","normal","normal",2.4,"outstanding","outstanding","normal","Moderate",1,135.9,1,0,9.4,0.1402985,0.4122807
"1005","Jarron Collins",2.6,"Moderate","outstanding","normal",4.2,"normal","normal","normal","Moderate",1,120.1,0.5,0,8.4,0.12,0.407767
"1006","Brendan Haywood",2.6,"Low","outstanding","outstanding",5.2,"normal","normal","outstanding","Moderate",1,109.9,0.375,0,9.2,0.1483871,0.4509804
"1007","Tyson Chandler",3.1,"Low","outstanding","outstanding",4.8,"normal","normal","outstanding","Moderate",1,110.1,0.2857143,0,8.8,0.1239437,0.4489796
"1008","Jason Collins",2.1,"Low","outstanding","normal",3.9,"normal","normal","outstanding","Moderate",1,162.2,0.4444444,0,6.9,0.08961039,0.3770492
"1009","Troy Murphy",1.9,"Moderate","outstanding","outstanding",3.9,"normal","normal","normal","Moderate",1,153,0.4,0,7.7,0.09390244,0.4350282
"1010","Terence Morris",0.4,"Low","outstanding","normal",3.1,"normal","normal","outstanding","Low",0,121.9,0.4285714,0,6.3,0.09264706,0.3865031
"1011","Eddy Curry",2.2,"Low","outstanding","normal",3.8,"normal","normal","outstanding","Moderate",1,115.7,0.2,0,8.5,0.1180556,0.53125
"1012","Kenny Satterfield",1.3,"Moderate","normal","normal",1.4,"outstanding","normal","normal","Moderate",0,140.9,0.6,0,6.3,0.175,0.4038462
"1013","Earl Watson",0.6,"Low","normal","normal",1.3,"normal","normal","normal","Moderate",1,145.6,1.125,0,6.2,0.096875,0.410596
"1014","Kwame Brown",1.7,"Low","outstanding","normal",3.5,"normal","normal","outstanding","Moderate",1,109.4,0.375,0,6,0.1052632,0.4195804
"1015","Will Solomon",1.2,"Low","normal","normal",1.1,"normal","normal","normal","Moderate",0,129.6,0.6,0,4.6,0.07419355,0.3262411
"1016","Lamar Patterson",0.6,"Moderate","normal","normal",1.4,"normal","normal","normal","Low",0,132.2,0.4285714,0,3.3,0.09428571,0.2920354
"1017","Etan Thomas",1.6,"Low","outstanding","outstanding",3.9,"normal","normal","outstanding","Low",1,109,0.6666667,0,7.4,0.1574468,0.5648855
"1018","Tierre Brown",0.7,"Moderate","normal","normal",1.1,"normal","normal","normal","Moderate",0,150.9,0.5,0,4.4,0.11,0.4356436
"1019","Steven Hunter",1.8,"Low","normal","normal",1.8,"normal","normal","outstanding","Low",1,104.1,0.3333333,0,4.1,0.07735849,0.4226804
"1020","Loren Woods",1,"Moderate","normal","normal",2,"normal","normal","outstanding","Low",1,107.7,0.5,0,3.1,0.05166667,0.3604651
"1021","Alton Ford",1.1,"Moderate","normal","normal",2,"normal","normal","normal","Low",0,125.4,0.1666667,0,3.9,0.07358491,0.4588235
"1022","Gerald Wallace",0.9,"Low","normal","normal",1.6,"normal","normal","normal","Low",1,92.9,0.75,0,4,0.07407407,0.5
"1023","Joe Crispin",0.6,"High","normal","normal",0.5,"normal","normal","normal","Low",0,169,0.4,0,3.8,0.1809524,0.5135135
"1024","Zach Randolph",0.7,"Low","normal","normal",1.7,"normal","normal","normal","Low",1,111.6,0.5,0,3.8,0.09268293,0.6551724
"1025","Brandon Armstrong",0.3,"Low","normal","normal",0.5,"normal","normal","normal","Low",0,111.2,1,0,1.4,0.04,0.25
"1026","Willie Reed",1.4,"Low","outstanding","normal",3.1,"normal","normal","outstanding","Low",0,111.6,0.25,0,7.6,0.1948718,0.6972477
"1027","Kenyon Martin",2.8,"Low","outstanding","outstanding",7.4,"normal","outstanding","outstanding","High",1,116.6,0.55,1,18.1,0.2661765,0.5419162
"1028","Marc Jackson",4,"Moderate","outstanding","outstanding",7.5,"normal","normal","outstanding","High",1,148.6,0.3684211,1,16.5,0.34375,0.5612245
"1029","Mike Miller",1.6,"Low","normal","outstanding",4,"normal","normal","normal","Moderate",1,155.4,0.5,1,14.3,0.1743902,0.4914089
"1030","Darius Miles",2.9,"Low","outstanding","outstanding",5.9,"normal","normal","outstanding","High",1,107.9,0.3333333,0,13.9,0.1716049,0.5285171
"1031","Morris Peterson",1.8,"Moderate","outstanding","normal",3.2,"normal","normal","normal","Moderate",1,153,0.8,0,10.9,0.13625,0.4823009
"1032","Chris Porter",2.8,"Low","outstanding","normal",3.7,"normal","normal","normal","Moderate",0,105.6,0.75,0,8.6,0.1686275,0.3822222
"1033","Marcus Fizer",2.2,"Moderate","outstanding","outstanding",4.3,"normal","normal","normal","High",1,141.3,0.2352941,0,10.5,0.1458333,0.4794521
"1034","Stephen Jackson",1.8,"Moderate","normal","normal",2.7,"normal","outstanding","normal","High",1,147.9,0.6470588,0,9.5,0.1233766,0.4398148
"1035","Courtney Alexander",2.3,"Moderate","normal","normal",2.2,"normal","normal","normal","Moderate",0,160.7,0.6363636,0,8.7,0.1338462,0.4084507
"1036","Chris Mihm",2.1,"Moderate","outstanding","outstanding",4.7,"normal","normal","outstanding","Moderate",1,123.6,0.2142857,0,9.5,0.1610169,0.479798
"1037","Kelly Oubre",0.8,"Low","normal","normal",2.1,"normal","normal","normal","Low",0,137.6,0.6,0,4.6,0.07301587,0.4299065
"1038","Desmond Mason",1.2,"Moderate","normal","normal",3.2,"normal","normal","normal","Low",1,143.6,0.7142857,0,8,0.1025641,0.4102564
"1039","Khalid El-Amin",1.4,"Moderate","normal","normal",1.6,"outstanding","normal","normal","Moderate",0,148.1,0.9090909,0,7.7,0.154,0.4117647
"1040","Quentin Richardson",2.1,"Low","outstanding","normal",3.4,"normal","normal","normal","Moderate",1,140,0.75,0,9.4,0.1236842,0.5251397
"1041","Mark Blount",1,"Low","outstanding","normal",3.6,"normal","normal","outstanding","Moderate",1,120.2,0.6,0,7.9,0.1234375,0.4593023
"1042","Jamal Crawford",0.6,"Moderate","normal","normal",1.5,"outstanding","normal","normal","Moderate",1,149.6,0.5,0,5.9,0.09672131,0.3430233
"1043","DerMarr Johnson",1.1,"Moderate","normal","normal",2.3,"normal","normal","outstanding","Moderate",1,143.3,0.5,0,5.7,0.07307692,0.3392857
"1044","Stromile Swift",1.8,"Low","outstanding","normal",3.6,"normal","normal","outstanding","Moderate",1,105.4,1,0,7.7,0.09625,0.4695122
"1045","Keyon Dooling",2.4,"Low","normal","normal",1.2,"outstanding","normal","normal","Moderate",1,145.7,0.4166667,0,5.4,0.07105263,0.3312883
"1046","Mateen Cleaves",1.8,"Low","normal","normal",1.7,"outstanding","normal","normal","High",1,140.2,0.3333333,0,5.9,0.07564103,0.3619632
"1047","Mike Penberthy",0.6,"High","normal","normal",1.2,"normal","normal","normal","Low",0,171.3,0.6666667,0,5.9,0.1113208,0.3664596
"1048","Lee Nailon",1,"Moderate","normal","normal",2.2,"normal","normal","normal","Low",1,122.9,0.3333333,0,5.4,0.1285714,0.4821429
"1049","Eddie House",0.7,"Low","normal","normal",0.8,"normal","normal","normal","Low",1,145.2,0.4285714,0,5,0.1,0.4545455
"1050","Paul McPherson",1.1,"Moderate","normal","normal",1.4,"normal","normal","normal","Moderate",0,139.6,0.625,0,5.7,0.1036364,0.5277778
"1051","Daniel Santiago",1.1,"Low","normal","normal",1.9,"normal","normal","outstanding","Moderate",0,116.7,0.3333333,0,3.8,0.07037037,0.3518519
"1052","Isaiah Whitehead",1.2,"Moderate","normal","normal",2.2,"outstanding","normal","outstanding","High",0,146.3,0.3181818,0,8.5,0.34,0.3761062
"1053","Darrun Hilliard",1.1,"Moderate","normal","normal",1.2,"normal","normal","normal","Low",0,150.2,0.4,0,3.9,0.1026316,0.3861386
"1054","Mark Madsen",0.5,"Low","outstanding","normal",2.2,"normal","normal","normal","Low",1,219,0.25,0,3.8,0.05428571,0.4130435
"1055","DeShawn Stevenson",1,"Low","normal","normal",0.7,"normal","normal","normal","Low",1,110.8,0.4285714,0,1.4,0.035,0.1917808
"1056","Elton Brand",6.6,"Low","outstanding","outstanding",10,"normal","normal","outstanding","High",1,116.7,0.2857143,2,24.5,0.3024691,0.6621622
"1057","Lamar Odom",5.5,"Moderate","outstanding","outstanding",7.8,"outstanding","outstanding","outstanding","High",1,151.7,0.3529412,1,20.5,0.2697368,0.5631868
"1058","Steve Francis",4.7,"Moderate","outstanding","outstanding",5.3,"outstanding","outstanding","outstanding","High",1,157.6,0.375,1,21.6,0.2805195,0.598338
"1059","Metta World Peace",3.9,"Low","normal","outstanding",4.3,"outstanding","outstanding","outstanding","High",1,139.5,0.6956522,1,13.1,0.1819444,0.4212219
"1060","Walt Szczerbiak",2.2,"Moderate","outstanding","normal",3.7,"outstanding","normal","normal","Moderate",0,169.6,0.7272727,1,16.1,0.2205479,0.5420875
"1061","Adrian Griffin",2.2,"Moderate","outstanding","outstanding",5.2,"outstanding","outstanding","normal","Moderate",1,145.8,1.230769,0,11.8,0.1638889,0.4402985
"1062","Andre Miller",3.6,"Moderate","normal","normal",3.4,"outstanding","normal","normal","High",1,142.7,0.5,1,14.9,0.1817073,0.5843137
"1063","James Posey",1.9,"Moderate","normal","outstanding",3.9,"normal","outstanding","outstanding","Moderate",1,160.2,1,0,11.4,0.1407407,0.4505929
"1064","Kenny Thomas",2.9,"Low","outstanding","outstanding",6.1,"normal","normal","normal","High",1,132.1,0.5,0,11,0.1527778,0.44
"1065","Shawn Marion",1.7,"Moderate","outstanding","outstanding",6.5,"normal","normal","outstanding","Moderate",1,150,0.8,1,16.8,0.3294118,0.6801619
"1066","Vonteego Cummings",2.3,"Moderate","normal","normal",2.5,"outstanding","outstanding","normal","High",0,148.1,0.6666667,0,10.8,0.144,0.4518828
"1067","Anthony Carter",1.6,"Moderate","normal","normal",2.5,"outstanding","outstanding","normal","High",1,127.5,0.5454545,0,9.7,0.1227848,0.412766
"1068","Jason Terry",1.7,"Moderate","normal","normal",2,"outstanding","outstanding","normal","High",1,151.5,0.5789474,0,10.8,0.1333333,0.4635193
"1069","Chucky Atkins",1.6,"Moderate","normal","normal",1.5,"outstanding","normal","normal","High",1,150.3,0.3529412,0,10.6,0.1292683,0.5353535
"1070","Richard Hamilton",1.9,"Moderate","normal","normal",1.8,"normal","normal","normal","Moderate",1,155.8,0.3333333,0,8.4,0.1183099,0.4352332
"1071","Greg Buckner",1.3,"Low","outstanding","normal",3.6,"normal","normal","outstanding","Moderate",1,154.4,1,0,9.2,0.1916667,0.4791667
"1072","Langston Galloway",1.7,"Moderate","normal","outstanding",4.2,"outstanding","outstanding","normal","Moderate",0,155.9,0.8571429,1,15.3,0.34,0.4722222
"1073","Baron Davis",1.9,"Low","normal","normal",2,"outstanding","outstanding","normal","High",1,127.9,0.7058824,0,8.6,0.104878,0.4623656
"1074","Corey Maggette",3.4,"Moderate","outstanding","normal",3.9,"normal","normal","normal","High",1,141.1,0.1666667,0,8.2,0.1064935,0.4606742
"1075","Eddie Robinson",1,"Moderate","normal","normal",2.7,"normal","normal","outstanding","Low",1,128.3,1.166667,0,10.3,0.1537313,0.6204819
"1076","Michael Ruffin",1.2,"Low","outstanding","normal",3.5,"normal","normal","outstanding","Moderate",1,90.9,0.5,0,4.8,0.06760563,0.350365
"1077","Chris Herren",0.9,"Low","normal","normal",1.2,"outstanding","normal","normal","Moderate",0,139.6,0.3333333,0,4.5,0.1,0.3383459
"1078","Quincy Lewis",0.7,"Moderate","normal","normal",1.5,"normal","normal","normal","Low",0,146.8,0.5,0,4,0.05405405,0.3305785
"1079","Ryan Bowen",1,"Moderate","outstanding","normal",2.2,"normal","normal","normal","Low",1,122.1,2.666667,0,4.4,0.08461538,0.3893805
"1080","Cal Bowdler",0.8,"Low","normal","normal",1.8,"normal","normal","normal","Low",0,105.8,0.6,0,3.7,0.08043478,0.4021739
"1081","Scott Padgett",0.6,"Low","normal","normal",1.9,"normal","normal","normal","Low",1,131.3,0.6,0,3.2,0.06808511,0.3478261
"1082","Nerlens Noel",3.1,"Low","outstanding","outstanding",8.1,"normal","outstanding","outstanding","High",0,107.1,0.9473684,0,17.7,0.236,0.5746753
"1083","Roy Rogers",1,"Low","normal","normal",2,"normal","normal","outstanding","Low",0,86.1,0.3333333,0,3.7,0.0925,0.4157303
"1084","William Avery",0.6,"Low","normal","normal",0.7,"normal","normal","normal","Low",0,126.2,0.2857143,0,2.4,0.04067797,0.2926829
"1085","Milt Palacio",0.7,"Low","normal","normal",1,"normal","normal","normal","Moderate",1,103.4,0.5,0,2.6,0.0490566,0.3513514
"1086","Devean George",0.8,"Low","normal","normal",1.5,"normal","normal","normal","Low",1,138.8,0.5,0,3.3,0.06734694,0.4714286
"1087","Lari Ketner",0.5,"Low","normal","normal",1.5,"normal","normal","normal","Low",0,107.3,0.4,0,2,0.09090909,0.3333333
"1088","Jason Williams",2.1,"Moderate","normal","outstanding",3.1,"outstanding","outstanding","normal","High",1,143.6,0.6551724,1,15.7,0.314,0.434903
"1089","Vince Carter",5.4,"Moderate","outstanding","outstanding",5.7,"outstanding","outstanding","outstanding","High",1,149.9,0.5,1,20.5,0.41,0.5823864
"1090","Mike Bibby",3.4,"Moderate","normal","normal",2.7,"outstanding","outstanding","normal","High",1,138.4,0.5517241,1,16.1,0.322,0.4573864
"1091","Paul Pierce",4.1,"Moderate","outstanding","outstanding",6.4,"outstanding","outstanding","outstanding","High",1,156.4,0.7083333,1,19.8,0.4125,0.5823529
"1092","Elfrid Payton",2.6,"Low","outstanding","outstanding",4.3,"outstanding","outstanding","normal","High",0,123.8,0.68,0,15.3,0.1865854,0.5032895
"1093","Michael Dickerson",1.4,"Low","normal","normal",1.7,"normal","normal","normal","Moderate",1,153.7,0.3846154,1,11.9,0.238,0.3814103
"1094","Jamie Feick",2.1,"Moderate","outstanding","outstanding",10.3,"normal","normal","outstanding","Moderate",1,121.7,0.75,1,15.7,0.5607143,0.5164474
"1095","Jamie Feick",1.6,"Low","outstanding","outstanding",5.2,"normal","normal","normal","Moderate",1,122.1,0.5,0,6.8,0.1658537,0.4473684
"1096","Cuttino Mobley",2.2,"Moderate","normal","normal",2.3,"outstanding","normal","outstanding","High",1,160.1,0.5625,0,11,0.2244898,0.3703704
"1097","Tyrone Nesby",2.7,"Moderate","outstanding","normal",3.5,"normal","outstanding","outstanding","Moderate",0,159.6,1.363636,1,12.4,0.248,0.4806202
"1098","Antawn Jamison",3.3,"Low","outstanding","outstanding",6.4,"normal","normal","normal","Moderate",1,134,0.5714286,0,12.3,0.2617021,0.5466667
"1099","Matt Harpring",2.9,"Moderate","outstanding","normal",4.3,"normal","normal","normal","Moderate",1,157.6,0.4,0,9.3,0.186,0.4170404
"1100","Jabari Parker",2.6,"Low","outstanding","outstanding",5.5,"normal","outstanding","normal","High",0,143.7,0.6315789,1,16.3,0.652,0.5525424
"1101","Larry Hughes",3,"Low","outstanding","normal",3.8,"normal","normal","normal","Moderate",1,127.4,0.6428571,0,9.7,0.194,0.489899
"1102","Robert Traylor",1.6,"Low","outstanding","normal",3.7,"normal","normal","outstanding","Moderate",1,107.5,1,0,9.4,0.1918367,0.5875
"1103","Michael Doleac",1.6,"Low","outstanding","normal",3,"normal","normal","normal","Low",1,114.3,0.8,0,8,0.1632653,0.5031447
"1104","Cory Carr",0.8,"Moderate","normal","normal",1.2,"normal","normal","normal","Moderate",0,124.6,0.4545455,0,4,0.0952381,0.2684564
"1105","Keon Clark",1.3,"Low","outstanding","normal",3.4,"normal","normal","outstanding","Moderate",1,101.8,0.5,0,6.2,0.2214286,0.4246575
"1106","Damon Jones",0.7,"Moderate","normal","normal",1.8,"normal","normal","normal","Low",1,158.8,0.7142857,0,6.5,0.2708333,0.4545455
"1107","Pat Garrity",1.4,"Moderate","normal","normal",1.9,"normal","normal","normal","Low",1,160.3,0.4,0,6.4,0.1641026,0.4637681
"1108","Marcus Smart",1.9,"Low","normal","normal",3.3,"outstanding","outstanding","normal","Moderate",0,134.8,1.153846,0,10.9,0.1626866,0.4037037
"1109","Bryce Drew",0.2,"High","normal","normal",0.9,"normal","normal","normal","Moderate",1,169.1,0.3333333,0,4.2,0.1235294,0.3230769
"1110","Jelani McCoy",1.6,"Low","normal","normal",3,"normal","normal","outstanding","Low",1,123.7,1,0,9,0.3461538,0.7086614
"1111","Brad Miller",2.7,"Moderate","normal","normal",3.1,"normal","normal","outstanding","Moderate",1,185.9,0.25,0,7.8,0.2052632,0.6341463
"1112","Ricky Davis",1.3,"Moderate","normal","normal",1.8,"normal","normal","normal","Moderate",1,133.5,0.5833333,0,5.2,0.1130435,0.4297521
"1113","J.R. Henderson",1.5,"Low","normal","normal",1.6,"normal","normal","normal","Low",0,132.1,0.5,0,3,0.1,0.2727273
"1114","Corey Benjamin",1.3,"Low","normal","normal",1.3,"normal","normal","normal","Low",0,126.5,0.4285714,0,3,0.09677419,0.2912621
"1115","Roshown McLeod",1.3,"Moderate","normal","normal",1.5,"normal","normal","normal","Low",0,130.2,0.1428571,0,3.6,0.1058824,0.3529412
"1116","Earl Boykins",0.1,"Low","normal","normal",0.8,"normal","normal","normal","Moderate",1,121.4,0.3333333,0,3.8,0.1727273,0.38
"1117","Toby Bailey",0.5,"Low","normal","normal",2,"normal","normal","normal","Low",0,128.7,0.75,0,4.3,0.1592593,0.4673913
"1118","Marlon Garnett",0.8,"Moderate","normal","normal",0.9,"normal","normal","normal","Low",0,130.5,0.4,0,1.8,0.075,0.2117647
"1119","Jordan Clarkson",2.7,"Moderate","normal","normal",3.2,"outstanding","normal","normal","High",0,159.1,0.5625,1,14.3,0.2423729,0.572
"1120","Andrae Patterson",1,"Moderate","normal","normal",1.9,"normal","normal","normal","Low",0,122.1,0.8333333,0,4.3,0.1228571,0.5308642
"1121","Gerald Brown",0.4,"Moderate","normal","normal",0.7,"normal","normal","normal","Low",0,145.7,0.1428571,0,2.3,0.06969697,0.3194444
"1122","Ruben Patterson",1.3,"Low","normal","normal",1.3,"normal","normal","normal","Low",1,128.9,0.4,0,2.3,0.09583333,0.3833333
"1123","Nazr Mohammed",0.8,"Low","normal","normal",1.4,"normal","normal","normal","Low",1,92.8,0.4,0,1.7,0.06538462,0.3617021
"1124","Keith Van Horn",4.9,"Moderate","outstanding","outstanding",6.6,"normal","normal","outstanding","High",1,158,0.3846154,1,19.4,0.3129032,0.5173333
"1125","Ron Mercer",2.8,"Moderate","outstanding","normal",3.5,"outstanding","outstanding","normal","High",1,139.6,1,1,16.9,0.21125,0.5075075
"1126","Brevin Knight",3.1,"Moderate","normal","normal",3.2,"outstanding","outstanding","normal","High",1,124.2,1.041667,0,16.8,0.21,0.5419355
"1127","Cedric Henderson",2.3,"Moderate","normal","outstanding",4,"normal","outstanding","outstanding","High",1,119.6,0.6,1,13.2,0.1609756,0.4285714
"1128","Cedric Henderson",2.3,"Moderate","normal","outstanding",4,"normal","outstanding","outstanding","High",0,119.6,0.6,1,13.2,0.1609756,0.4285714
"1129","Bobby Jackson",2.7,"Moderate","outstanding","outstanding",4.4,"outstanding","outstanding","normal","High",1,146.5,0.5555556,1,14.6,0.2147059,0.4866667
"1130","Zach LaVine",2.3,"Moderate","normal","normal",2.8,"outstanding","normal","normal","High",0,160.5,0.28,1,11.1,0.1441558,0.4493927
"1131","Anthony Johnson",1.4,"Moderate","normal","normal",2.2,"outstanding","normal","normal","High",1,142.6,0.5,0,9.8,0.1272727,0.3333333
"1132","Derek Anderson",4.8,"Moderate","normal","normal",2.8,"outstanding","outstanding","normal","High",1,148.3,0.6842105,1,11,0.1666667,0.3942652
"1133","Chauncey Billups",3.3,"Moderate","normal","normal",2.4,"outstanding","outstanding","normal","High",1,155.3,0.5909091,1,11,0.1375,0.3971119
"1134","Antonio Daniels",2.3,"Low","normal","normal",1.9,"outstanding","normal","normal","High",1,128.7,0.3181818,0,9.3,0.1256757,0.3522727
"1135","Eric Washington",1.3,"Moderate","normal","normal",1.9,"normal","normal","outstanding","Moderate",0,150.8,0.7272727,0,8.1,0.1227273,0.3476395
"1136","Tony Battie",1.6,"Low","outstanding","outstanding",5.4,"normal","normal","outstanding","Moderate",1,136.2,0.5333333,0,12.6,0.1938462,0.5431034
"1137","Tim Thomas",3,"Moderate","outstanding","normal",3.7,"normal","normal","normal","Moderate",1,155,0.4666667,1,11.4,0.1480519,0.4935065
"1138","Danny Fortson",4.2,"Moderate","outstanding","outstanding",5.6,"normal","normal","outstanding","High",1,156.1,0.3,1,11,0.1375,0.4867257
"1139","Maurice Taylor",3.4,"Low","outstanding","normal",4.2,"normal","normal","outstanding","Moderate",1,118.5,0.3333333,1,12.1,0.1704225,0.5680751
"1140","Lawrence Funderburke",3.1,"Low","outstanding","outstanding",4.5,"normal","normal","normal","Moderate",1,131.2,0.3333333,0,11.5,0.2211538,0.547619
"1141","Alvin Williams",1.7,"Moderate","normal","normal",1.5,"normal","normal","normal","Moderate",1,148.6,0.6363636,0,6.8,0.1259259,0.3434343
"1142","Rodrick Rhodes",3.1,"Low","normal","normal",1.2,"normal","outstanding","normal","High",0,123.4,0.6470588,0,3.9,0.06724138,0.2119565
"1143","Tracy McGrady",1.7,"Low","outstanding","normal",4.2,"normal","normal","outstanding","Moderate",1,150.3,0.8,0,11.1,0.1734375,0.6032609
"1144","Rick Brunson",1.6,"Low","normal","normal",1.5,"outstanding","normal","normal","Moderate",1,138.6,0.5,0,5.1,0.1342105,0.3109756
"1145","Jerald Honeycutt",1.5,"Low","normal","normal",2.4,"normal","normal","normal","Moderate",0,140.5,0.3846154,0,6.6,0.1736842,0.4748201
"1146","Kelvin Cato",1.7,"Low","outstanding","normal",3.4,"normal","normal","outstanding","Low",1,111.6,0.6666667,0,6.4,0.08648649,0.4705882
"1147","Domantas Sabonis",0.2,"Low","normal","outstanding",3.6,"normal","normal","outstanding","Moderate",0,140.8,0.5454545,0,10.3,0.3029412,0.4881517
"1148","Adreian Payne",1.4,"Low","outstanding","outstanding",5.1,"normal","normal","normal","Moderate",0,117.7,0.4285714,0,9.5,0.296875,0.4112554
"1149","Keith Closs",1.3,"Low","outstanding","normal",2.9,"normal","normal","outstanding","Low",0,104.6,0.2857143,0,6.4,0.1103448,0.5
"1150","Kevin Ollie",2,"Low","normal","normal",1.1,"normal","normal","normal","Moderate",1,107.8,0.3076923,0,3,0.08571429,0.2439024
"1151","Bubba Wells",1.1,"Moderate","normal","normal",1.7,"normal","normal","normal","Moderate",0,130.2,0.5,0,3.9,0.1,0.3861386
"1152","John Thomas",1,"Moderate","normal","normal",2,"normal","normal","normal","Moderate",1,124.6,0.5,0,3.8,0.07037037,0.3838384
"1153","Travis Williams",1.2,"Low","outstanding","normal",2.4,"normal","normal","normal","Moderate",0,99.3,0.625,0,4.7,0.1205128,0.5
"1154","Jacque Vaughn",1.5,"Low","normal","normal",0.8,"normal","normal","normal","Moderate",1,144.2,0.1666667,0,2.6,0.05777778,0.2795699
"1155","Chris Garner",0.2,"Low","normal","normal",0.6,"normal","normal","normal","Low",0,104.4,0.8571429,0,2.4,0.06315789,0.3116883
"1156","Chris Crawford",1.7,"Moderate","normal","normal",1,"normal","normal","normal","Low",1,158.9,0.6,0,2.9,0.0725,0.453125
"1157","Anthony Parker",0.5,"Low","normal","normal",0.7,"normal","normal","normal","Low",1,136.8,1,0,2.4,0.06486486,0.4528302
"1158","Allen Iverson*",7.2,"Low","outstanding","normal",4.1,"outstanding","outstanding","normal","High",1,145.9,0.4772727,1,22.5,0.2960526,0.5610973
"1159","Kerry Kittles",2.8,"Moderate","outstanding","normal",3.9,"outstanding","outstanding","outstanding","High",1,157.4,1.1875,1,19.1,0.2329268,0.520436
"1160","Antoine Walker",4.5,"Low","outstanding","outstanding",9,"outstanding","outstanding","outstanding","High",1,138.3,0.4642857,1,21.9,0.2670732,0.6049724
