"","Name","GP","MIN","PTS","FGM","FGA","FG.","X3P.Made","X3PA","X3P.","FTM"
"781","Mike Conley","Moderate","High",9.4,"Moderate",8.3,"Moderate","Moderate",1.7,"Moderate","Moderate"
"782","Stanley Johnson","Moderate","High",8.1,"Moderate",8.2,"Low","Moderate",2.8,"Moderate","Moderate"
"783","Daequan Cook","Moderate","High",8.8,"Moderate",8.7,"Low","High",4,"Moderate","Moderate"
"784","Corey Brewer","High","Moderate",5.8,"Moderate",6.2,"Low","Moderate",0.5,"Moderate","Moderate"
"785","Thaddeus Young","Moderate","Moderate",8.2,"Moderate",6.6,"Moderate","Moderate",0.3,"Moderate","Moderate"
"786","Joakim Noah","Moderate","Moderate",6.6,"Moderate",5,"Moderate","Low",0,"Low","High"
"787","Wilson Chandler","Low","Moderate",7.3,"Moderate",6.9,"Moderate","Moderate",0.9,"Moderate","Moderate"
"788","Rodney Stuckey","Moderate","Moderate",7.6,"Moderate",6.7,"Low","Moderate",0.3,"Moderate","High"
"789","Jared Dudley","Moderate","Moderate",5.8,"Moderate",4.8,"Moderate","Moderate",0.6,"Moderate","Moderate"
"790","Sean Williams","Moderate","Moderate",5.6,"Moderate",4.2,"Moderate","Low",0,"Low","Moderate"
"791","Myles Turner","Moderate","Moderate",10.3,"Moderate",8.8,"Moderate","Moderate",0.2,"Moderate","Moderate"
"792","Carl Landry","Low","Moderate",8.1,"Moderate",5.2,"High","Low",0,"Low","Moderate"
"793","Acie Law","Moderate","Moderate",4.2,"Moderate",4.2,"Low","Moderate",0.6,"Moderate","Moderate"
"794","Nick Young","Moderate","Moderate",7.5,"Moderate",6.4,"Moderate","Moderate",1.3,"Moderate","Moderate"
"795","Jason Smith","Moderate","Moderate",4.5,"Moderate",4.1,"Moderate","Moderate",0.2,"Moderate","Moderate"
"796","Glen Davis","Moderate","Moderate",4.5,"Moderate",3.2,"Moderate","Low",0,"Low","Moderate"
"797","Javaris Crittenton","Moderate","Moderate",5.6,"Moderate",4.7,"Moderate","Moderate",0.7,"Moderate","Moderate"
"798","Spencer Hawes","Moderate","Moderate",4.7,"Moderate",4.5,"Moderate","Moderate",0.3,"Moderate","Low"
"799","Arron Afflalo","Moderate","Moderate",3.7,"Low",3.2,"Moderate","Moderate",0.6,"Moderate","Moderate"
"800","Aaron Brooks","Moderate","Moderate",5.2,"Moderate",4.4,"Moderate","Moderate",2.1,"Moderate","Moderate"
"801","C.J. Watson","Low","Moderate",3.7,"Low",3.2,"Moderate","Moderate",0.8,"Moderate","Moderate"
"802","Julian Wright","Moderate","Moderate",3.9,"Moderate",3,"Moderate","Moderate",0.4,"Moderate","Low"
"803","Chris Richard","Moderate","Low",1.9,"Low",1.7,"Moderate","Low",0,"Low","Low"
"804","Nick Fazekas","Low","Low",4.1,"Moderate",3.2,"Moderate","Low",0.1,"Low","Low"
"805","Aaron Gray","Moderate","Low",4.3,"Moderate",3.3,"Moderate","Low",0,"Low","Moderate"
"806","Dominic McGuire","Moderate","Low",1.3,"Low",1.5,"Low","Low",0.1,"Moderate","Low"
"807","Brandan Wright","Low","Low",4,"Moderate",2.9,"Moderate","Low",0,"Low","Moderate"
"808","Jermareo Davidson","Low","Low",3.2,"Low",3.3,"Moderate","Low",0,"Low","Low"
"809","Mario West","Moderate","Low",0.9,"Low",0.8,"Moderate","Low",0.1,"Low","Low"
"810","Demetris Nichols","Low","Low",1.1,"Low",1.6,"Low","Moderate",0.9,"Moderate","Low"
"811","Willie Cauley-Stein","Moderate","Moderate",7,"Moderate",5.1,"Moderate","Low",0,"Low","Moderate"
"812","Brandon Roy","Moderate","High",16.8,"Moderate",13.4,"Moderate","Moderate",2.6,"Moderate","High"
"813","Adam Morrison","High","High",11.8,"Moderate",12.1,"Low","High",3.3,"Moderate","Moderate"
"814","Rudy Gay","High","High",10.8,"Moderate",9.7,"Moderate","Moderate",1.8,"Moderate","High"
"815","Rajon Rondo","High","High",6.4,"Moderate",5.8,"Moderate","Moderate",0.4,"Moderate","Moderate"
"816","Randy Foye","High","Moderate",10.1,"Moderate",8.4,"Moderate","Moderate",2.3,"Moderate","High"
"817","LaMarcus Aldridge","Moderate","Moderate",9,"Moderate",7.6,"Moderate","Low",0,"Low","Moderate"
"818","Tarence Kinsey","Moderate","Moderate",7.7,"Moderate",6.3,"Moderate","Moderate",1,"Moderate","Moderate"
"819","Josh Richardson","Moderate","Moderate",6.6,"Moderate",5.2,"Moderate","Moderate",2.2,"Moderate","Moderate"
"820","Craig Smith","High","Moderate",7.4,"Moderate",5.6,"Moderate","Low",0.1,"Low","Moderate"
"821","Shelden Williams","High","Moderate",5.5,"Moderate",4.5,"Moderate","Low",0,"Moderate","Moderate"
"822","Paul Millsap","High","Moderate",6.8,"Moderate",4.9,"Moderate","Low",0,"Moderate","Moderate"
"823","Rodney Carney","Moderate","Moderate",6.6,"Moderate",5.9,"Moderate","Moderate",1.1,"Moderate","Moderate"
"824","Marcus Williams","High","Moderate",6.8,"Moderate",6.7,"Low","Moderate",2.1,"Moderate","Moderate"
"825","Marcus Williams","High","Moderate",6.8,"Moderate",6.7,"Low","Moderate",2.1,"Moderate","Moderate"
"826","Daniel Gibson","Moderate","Moderate",4.6,"Moderate",3.9,"Moderate","Moderate",2.1,"Moderate","Low"
"827","Renaldo Balkman","Moderate","Moderate",4.9,"Moderate",4,"Moderate","Moderate",0.4,"Moderate","Moderate"
"828","Rondae Hollis-Jefferson","Low","Moderate",5.8,"Moderate",4.8,"Moderate","Moderate",0.5,"Moderate","Moderate"
"829","Jordan Farmar","Moderate","Moderate",4.4,"Moderate",4.1,"Moderate","Moderate",1.9,"Moderate","Low"
"830","Allan Ray","Low","Moderate",6.2,"Moderate",5.5,"Low","Moderate",2.5,"Moderate","Moderate"
"831","Mardy Collins","Moderate","Moderate",4.5,"Moderate",4.4,"Low","Moderate",0.9,"Moderate","Moderate"
"832","J.J. Redick","Low","Moderate",6,"Moderate",4.6,"Moderate","Moderate",2.3,"Moderate","Moderate"
"833","Tyrus Thomas","Moderate","Moderate",5.2,"Moderate",3.9,"Moderate","Low",0,"Low","Moderate"
"834","Alexander Johnson","Moderate","Moderate",4.4,"Moderate",2.9,"Moderate","Low",0,"Low","Moderate"
"835","Cedric Simmons","Low","Moderate",2.9,"Low",3.1,"Moderate","Low",0,"Low","Low"
"836","Frank Kaminsky","High","Moderate",7.5,"Moderate",6.5,"Moderate","Moderate",2.5,"Moderate","Moderate"
"837","Shawne Williams","Low","Moderate",3.9,"Moderate",3.5,"Moderate","Moderate",1.1,"Moderate","Low"
"838","Ronnie Brewer","Moderate","Moderate",4.6,"Moderate",3.4,"Moderate","Low",0.2,"Low","Moderate"
"839","David Noel","Moderate","Moderate",2.7,"Low",2.6,"Low","Moderate",0.8,"Moderate","Low"
"840","Solomon Jones","Moderate","Moderate",3.3,"Low",2.2,"Moderate","Low",0,"Low","Moderate"
"841","Leon Powe","Moderate","Moderate",4.2,"Low",2.8,"Moderate","Low",0,"Low","Moderate"
"842","Hilton Armstrong","Moderate","Moderate",3.1,"Low",2.2,"Moderate","Low",0,"Low","Moderate"
"843","Josh Boone","Moderate","Moderate",4.2,"Moderate",2.8,"Moderate","Low",0,"Low","Moderate"
"844","Lynn Greer","Low","Low",4.1,"Moderate",3.4,"Moderate","Moderate",1.3,"Moderate","Moderate"
"845","Chris Quinn","Low","Low",3.4,"Low",3.1,"Low","Moderate",1.4,"Moderate","Low"
"846","Anthony Brown","Low","Moderate",4,"Low",4.3,"Low","Moderate",2.4,"Moderate","Low"
"847","Quincy Douby","Low","Low",2.8,"Low",3,"Low","Moderate",1.2,"Moderate","Low"
"848","Hassan Adams","Moderate","Low",2.9,"Low",2.2,"Moderate","Low",0,"Low","Low"
"849","Bobby Jones","Low","Low",2.5,"Low",2.1,"Moderate","Low",0.2,"Moderate","Low"
"850","Bobby Jones","Low","Low",2.5,"Low",2.1,"Moderate","Low",0.2,"Moderate","Low"
"851","Andre Brown","Low","Low",2.4,"Low",1.9,"Moderate","Low",0,"Low","Low"
"852","Steve Novak","Low","Low",1.5,"Low",1.4,"Low","Moderate",1.1,"Moderate","Low"
"853","Chris Paul","High","High",16.1,"Moderate",12.1,"Moderate","Moderate",2.3,"Moderate","High"
"854","Raymond Felton","High","High",11.9,"Moderate",11,"Low","High",3.4,"Moderate","High"
"855","Charlie Villanueva","High","High",13,"Moderate",11.6,"Moderate","Moderate",2.6,"Moderate","Moderate"
"856","Luther Head","High","High",8.8,"Moderate",7.9,"Moderate","High",3.9,"Moderate","Moderate"
"857","Deron Williams","High","High",10.8,"Moderate",10.1,"Moderate","High",2.7,"Moderate","Moderate"
"858","Larry Nance Jr.","Moderate","Moderate",5.5,"Moderate",4.8,"Moderate","Low",0.2,"Moderate","Low"
"859","Marvin Williams","High","High",8.5,"Moderate",6.7,"Moderate","Moderate",0.7,"Moderate","High"
"860","Channing Frye","Moderate","High",12.3,"Moderate",9.8,"Moderate","Low",0.1,"Moderate","High"
"861","Danny Granger","High","Moderate",7.5,"Moderate",6.1,"Moderate","Moderate",1.2,"Moderate","Moderate"
"862","Ryan Gomes","Moderate","Moderate",7.6,"Moderate",5.8,"Moderate","Low",0.1,"Moderate","High"
"863","Nate Robinson","Moderate","Moderate",9.3,"Moderate",7.8,"Moderate","Moderate",2,"Moderate","High"
"864","Salim Stoudamire","Moderate","Moderate",9.7,"Moderate",8.1,"Moderate","High",3.5,"Moderate","Moderate"
"865","Jarrett Jack","High","Moderate",6.7,"Moderate",5.4,"Moderate","Moderate",1,"Moderate","Moderate"
"866","T.J. McConnell","High","Moderate",6.1,"Moderate",5.7,"Moderate","Moderate",1.1,"Moderate","Low"
"867","Joey Graham","High","Moderate",6.7,"Moderate",5.2,"Moderate","Moderate",1.1,"Moderate","Moderate"
"868","Monta Ellis","Moderate","Moderate",6.8,"Moderate",6.5,"Moderate","Moderate",1.7,"Moderate","Moderate"
"869","Martell Webster","Moderate","Moderate",6.6,"Moderate",5.7,"Low","High",3,"Moderate","Moderate"
"870","Rashad McCants","High","Moderate",7.9,"Moderate",6.8,"Moderate","Moderate",2.3,"Moderate","Moderate"
"871","David Lee","Moderate","Moderate",5.1,"Moderate",3.4,"High","Low",0,"Low","Moderate"
"872","David Lee","Moderate","Moderate",5.1,"Moderate",3.4,"High","Low",0,"Low","Moderate"
"873","Alan Anderson","Low","Moderate",5.8,"Moderate",5,"Moderate","Moderate",1.6,"Moderate","Moderate"
"874","Orien Greene","High","Moderate",3.2,"Low",3.2,"Low","Moderate",0.5,"Moderate","Low"
"875","Ike Diogu","Moderate","Moderate",7,"Moderate",4.8,"Moderate","Low",0,"Low","High"
"876","Daniel Ewing","Moderate","Moderate",3.8,"Moderate",3.9,"Low","Moderate",1.2,"Moderate","Low"
"877","Gerald Fitch","Low","Moderate",4.7,"Moderate",4.9,"Low","Moderate",1.4,"Moderate","Moderate"
"878","James Singleton","Moderate","Moderate",3.4,"Low",2.6,"Moderate","Moderate",0.3,"Moderate","Moderate"
"879","Josh Powell","Low","Moderate",3,"Low",2.2,"Moderate","Low",0,"Low","Moderate"
"880","Hakim Warrick","Moderate","Low",4.1,"Moderate",3.4,"Moderate","Low",0,"Low","Moderate"
"881","Wayne Simien","Low","Low",3.4,"Low",2.8,"Moderate","Low",0,"Low","Moderate"
"882","Antoine Wright","Low","Low",1.8,"Low",2.1,"Low","Low",0.4,"Moderate","Low"
"883","Donell Taylor","Moderate","Low",2.7,"Low",2.7,"Low","Moderate",0.3,"Moderate","Low"
"884","C.J. Miles","Low","Low",3.4,"Low",3.3,"Low","Moderate",0.9,"Moderate","Moderate"
"885","Malcolm Brogdon","Low","Moderate",8.3,"Moderate",6.9,"Moderate","Moderate",2.1,"Moderate","Moderate"
"886","Kevin Burleson","Low","Low",1.8,"Low",2.3,"Low","Moderate",1.4,"Moderate","Low"
"887","Shavlik Randolph","Moderate","Low",2.3,"Low",1.7,"Moderate","Low",0,"Low","Moderate"
"888","Andrew Bynum","Low","Low",1.6,"Low",1.8,"Low","Low",0,"Low","Low"
"889","Lawrence Roberts","Low","Low",1.5,"Low",1.3,"Moderate","Low",0.1,"Low","Low"
"890","Emeka Okafor","Moderate","High",15.1,"Moderate",13.7,"Moderate","Low",0,"Low","High"
"891","Andre Iguodala","High","High",9,"Moderate",6.7,"Moderate","Moderate",1.7,"Moderate","High"
"892","Dwight Howard","High","High",12,"Moderate",8.3,"Moderate","Low",0,"Low","High"
"893","Josh Childress","High","High",10.1,"Moderate",8,"Moderate","Moderate",0.7,"Moderate","High"
"894","Josh Smith","Moderate","High",9.7,"Moderate",8.1,"Moderate","Moderate",0.3,"Moderate","High"
"895","Chris Duhon","High","High",5.9,"Moderate",6,"Low","High",3.2,"Moderate","Low"
"896","J.R. Smith","Moderate","High",10.3,"Moderate",9.8,"Low","High",3.7,"Moderate","Moderate"
"897","Quinton Ross","High","Moderate",5.1,"Moderate",4.8,"Moderate","Low",0.1,"Moderate","Moderate"
"898","Jameer Nelson","High","Moderate",8.7,"Moderate",7.9,"Moderate","Moderate",1.8,"Moderate","Moderate"
"899","Bobby Portis","Moderate","Moderate",7,"Moderate",7,"Moderate","Moderate",0.8,"Moderate","Moderate"
"900","Sebastian Telfair","Moderate","Moderate",6.8,"Moderate",6.3,"Low","Moderate",1,"Moderate","Moderate"
"901","Matt Freije","Low","Moderate",4,"Moderate",5.5,"Low","Moderate",2.3,"Moderate","Low"
"902","Matt Bonner","High","Moderate",7.2,"Moderate",5.6,"Moderate","Moderate",1.1,"Moderate","Moderate"
"903","David Harrison","Low","Moderate",6.1,"Moderate",4.3,"Moderate","Low",0,"Low","Moderate"
"904","Trevor Ariza","High","Moderate",5.9,"Moderate",4.9,"Moderate","Low",0.2,"Moderate","Moderate"
"905","Nick Collison","High","Moderate",5.6,"Moderate",4.3,"Moderate","Low",0,"Low","Moderate"
"906","Tony Allen","Moderate","Moderate",6.4,"Moderate",5,"Moderate","Moderate",0.4,"Moderate","Moderate"
"907","Devin Harris","Moderate","Moderate",5.7,"Moderate",4.8,"Moderate","Moderate",1.7,"Moderate","Moderate"
"908","Jackson Vroman","Low","Moderate",4.6,"Moderate",4.3,"Moderate","Low",0.1,"Low","Moderate"
"909","Al Jefferson","Moderate","Moderate",6.7,"Moderate",5.2,"Moderate","Low",0,"Low","Moderate"
"910","Billy Thomas","Low","Moderate",3.7,"Low",3.8,"Low","Moderate",2.2,"Moderate","Low"
"911","Kirk Snyder","Moderate","Moderate",5,"Moderate",4.8,"Low","Moderate",1.3,"Moderate","Moderate"
"912","Royal Ivey","Moderate","Moderate",3.5,"Low",3.2,"Moderate","Low",0.1,"Moderate","Moderate"
"913","Kris Humphries","Moderate","Moderate",4.1,"Moderate",4.3,"Moderate","Low",0.1,"Moderate","Moderate"
"914","Delonte West","Low","Moderate",4.5,"Moderate",4,"Moderate","Moderate",1.7,"Moderate","Low"
"915","Andre Barrett","Low","Moderate",3.1,"Low",3.3,"Low","Moderate",1.4,"Moderate","Low"
"916","Lionel Chalmers","Low","Moderate",3.1,"Low",3.5,"Low","Moderate",1.4,"Moderate","Low"
"917","Jerian Grant","Moderate","Moderate",5.6,"Moderate",5.1,"Low","Moderate",1.3,"Moderate","Moderate"
"918","Donta Smith","Low","Moderate",3.3,"Low",3,"Low","Moderate",0.6,"Moderate","Moderate"
"919","James Thomas","Low","Low",2.4,"Low",1.8,"High","Low",0,"Low","Low"
"920","Kevin Martin","Low","Low",2.9,"Low",2.6,"Low","Moderate",0.6,"Moderate","Moderate"
"921","LeBron James","High","High",20.9,"High",18.9,"Moderate","Moderate",2.7,"Moderate","High"
"922","Carmelo Anthony","High","High",21,"High",17.9,"Moderate","Moderate",2.6,"Moderate","High"
"923","Kirk Hinrich","Moderate","High",12,"Moderate",10.8,"Low","High",4.9,"Moderate","High"
"924","Dwyane Wade","Moderate","High",16.2,"Moderate",13.1,"Moderate","Moderate",0.9,"Moderate","High"
"925","Chris Bosh","Moderate","High",11.5,"Moderate",9.5,"Moderate","Moderate",0.2,"Moderate","High"
"926","Jarvis Hayes","Moderate","High",9.6,"Moderate",9.9,"Low","Moderate",1.9,"Moderate","Moderate"
"927","T.J. Ford","Moderate","High",7.1,"Moderate",7.2,"Low","Moderate",0.4,"Moderate","Moderate"
"928","Keith Bogans","Moderate","High",6.8,"Moderate",6.2,"Moderate","Moderate",2.6,"Moderate","Moderate"
"929","Udonis Haslem","Moderate","High",7.3,"Moderate",6,"Moderate","Low",0,"Low","High"
"930","Josh Howard","Moderate","High",8.6,"Moderate",7.9,"Moderate","Moderate",1,"Moderate","Moderate"
"931","Chris Kaman","High","Moderate",6.1,"Moderate",5.3,"Moderate","Low",0,"Low","Moderate"
"932","Tyus Jones","Low","Moderate",4.2,"Moderate",4.2,"Low","Moderate",1.4,"Moderate","Moderate"
"933","Matt Barnes","Low","Moderate",4.5,"Moderate",3.6,"Moderate","Moderate",0.3,"Moderate","Moderate"
"934","Ronald Dupree","Low","Moderate",6.2,"Moderate",6,"Low","Moderate",0.2,"Moderate","Moderate"
"935","Steve Blake","Moderate","Moderate",5.9,"Moderate",5.4,"Low","Moderate",2.7,"Moderate","Moderate"
"936","Marquis Daniels","Moderate","Moderate",8.5,"Moderate",7.3,"Moderate","Moderate",0.6,"Moderate","Moderate"
"937","Linton Johnson","Low","Moderate",4.2,"Moderate",5,"Low","Moderate",0.8,"Moderate","Low"
"938","Marcus Banks","High","Moderate",5.9,"Moderate",5.5,"Low","Moderate",1.1,"Moderate","Moderate"
"939","Luke Ridnour","Moderate","Moderate",5.5,"Moderate",5.1,"Moderate","Moderate",1.2,"Moderate","Moderate"
"940","Willie Green","Moderate","Moderate",6.9,"Moderate",6.7,"Low","Moderate",1.2,"Moderate","Moderate"
"941","Chris McCullough","Low","Moderate",4.7,"Moderate",4.5,"Moderate","Moderate",1.4,"Moderate","Low"
"942","Mo Williams","Moderate","Moderate",5,"Moderate",5.3,"Low","Moderate",0.7,"Moderate","Moderate"
"943","David West","Moderate","Moderate",3.8,"Moderate",3.2,"Moderate","Low",0,"Low","Moderate"
"944","Brian Cook","Low","Moderate",4.4,"Moderate",4,"Moderate","Low",0.1,"Low","Low"
"945","Travis Hansen","Low","Moderate",3,"Low",3.2,"Low","Moderate",0.7,"Moderate","Low"
"946","Kyle Korver","Moderate","Moderate",4.5,"Moderate",4.4,"Low","High",2.8,"Moderate","Low"
"947","Norman Powell","Moderate","Moderate",5.6,"Moderate",4.7,"Moderate","Moderate",1.8,"Moderate","Moderate"
"948","Brandon Hunter","Low","Moderate",3.5,"Moderate",3.2,"Moderate","Low",0.1,"Low","Low"
"949","Jason Kapono","Low","Low",3.5,"Low",3.1,"Moderate","Moderate",1.1,"Moderate","Low"
"950","Luke Walton","Moderate","Low",2.4,"Low",2.1,"Moderate","Moderate",0.5,"Moderate","Low"
"951","Reece Gaines","Low","Low",1.8,"Low",2.3,"Low","Moderate",0.3,"Moderate","Low"
"952","Richie Frahm","Moderate","Low",3.4,"Low",2.6,"Moderate","Moderate",1.7,"Moderate","Low"
"953","Matt Carroll","Low","Low",1.2,"Low",1,"Moderate","Moderate",0.2,"Moderate","Low"
"954","Caron Butler","High","High",15.4,"Moderate",13.2,"Moderate","Moderate",1.4,"Moderate","High"
"955","Jonathon Simmons","Moderate","Moderate",6,"Moderate",4.4,"Moderate","Moderate",0.9,"Moderate","Moderate"
"956","Amar'e Stoudemire","High","High",13.5,"Moderate",10.1,"Moderate","Low",0.1,"Moderate","High"
"957","Dajuan Wagner","Low","High",13.4,"Moderate",12.9,"Low","High",3.7,"Moderate","High"
"958","Drew Gooden","Moderate","High",12.5,"Moderate",11.1,"Moderate","Moderate",0.7,"Moderate","High"
"959","Jay Williams","Moderate","High",9.5,"Moderate",9.1,"Low","Moderate",2.7,"Moderate","Moderate"
"960","Carlos Rogers","High","High",10,"Moderate",7.6,"Moderate","Low",0,"Low","High"
"961","Carlos Rogers","Moderate","Moderate",8.9,"Moderate",6.9,"Moderate","Low",0.3,"Moderate","Moderate"
"962","Junior Harrington","High","High",5.1,"Moderate",5.7,"Low","Moderate",0.3,"Moderate","Moderate"
"963","J.R. Bremer","Moderate","High",8.3,"Moderate",7.3,"Low","High",4.5,"Moderate","Moderate"
"964","Dorian Finney-Smith","Low","Moderate",5.2,"Moderate",4.6,"Moderate","Moderate",2.8,"Moderate","Low"
"965","Rashad Vaughn","Moderate","Moderate",3.1,"Low",3.8,"Low","Moderate",2.1,"Moderate","Low"
"966","Vincent Yarbrough","Moderate","High",6.9,"Moderate",7.3,"Low","Moderate",1.3,"Moderate","Moderate"
"967","Rasual Butler","Moderate","Moderate",7.5,"Moderate",7.9,"Low","Moderate",2.4,"Moderate","Moderate"
"968","Reggie Evans","Moderate","Moderate",3.2,"Low",2.1,"Moderate","Low",0,"Low","Moderate"
"969","Smush Parker","Moderate","Moderate",6.2,"Moderate",5.1,"Low","Moderate",1.8,"Moderate","Moderate"
"970","Mike Batiste","Moderate","Moderate",6.4,"Moderate",6.2,"Moderate","Moderate",1.1,"Moderate","Moderate"
"971","Mike Dunleavy","High","Moderate",5.7,"Moderate",5.1,"Moderate","Moderate",1.8,"Moderate","Moderate"
"972","Mike Dunleavy","High","Moderate",5.7,"Moderate",5.1,"Moderate","Moderate",1.8,"Moderate","Moderate"
"973","Jarell Martin","Low","Moderate",5.7,"Moderate",4.3,"Moderate","Low",0.1,"Low","Moderate"
"974","Casey Jacobsen","Moderate","Moderate",5.1,"Moderate",4.5,"Low","Moderate",2.3,"Moderate","Moderate"
"975","Juan Dixon","Low","Moderate",6.4,"Moderate",6.5,"Low","Moderate",2,"Moderate","Moderate"
"976","Melvin Ely","Moderate","Moderate",4.5,"Moderate",3.6,"Moderate","Low",0,"Low","Moderate"
"977","Mike Wilks","Low","Moderate",3.2,"Low",3.2,"Low","Moderate",0.8,"Moderate","Moderate"
"978","Sean Lampley","Low","Moderate",4.8,"Moderate",3.7,"Moderate","Low",0.1,"Low","Moderate"
"979","Chris Jefferies","Moderate","Moderate",3.9,"Moderate",3.8,"Low","Moderate",1.1,"Moderate","Low"
"980","Lonny Baxter","Moderate","Moderate",4.8,"Moderate",3.7,"Moderate","Low",0,"Low","Moderate"
"981","Juaquin Hawkins","Moderate","Moderate",2.3,"Low",2.6,"Low","Moderate",0.4,"Moderate","Low"
"982","Richaun Holmes","Moderate","Moderate",5.6,"Moderate",4.4,"Moderate","Moderate",0.9,"Moderate","Moderate"
"983","Kareem Rush","Moderate","Moderate",3,"Low",3.2,"Low","Moderate",0.9,"Moderate","Low"
"984","Marcus Haislip","Low","Moderate",4.1,"Moderate",3.9,"Moderate","Moderate",0.3,"Moderate","Moderate"
"985","Chris Wilcox","Low","Low",3.7,"Moderate",3,"Moderate","Low",0,"Low","Low"
"986","Dan Dickau","Moderate","Low",3.7,"Low",3.4,"Moderate","Moderate",1.2,"Moderate","Low"
"987","Tayshaun Prince","Low","Low",3.3,"Low",2.8,"Moderate","Moderate",1.1,"Moderate","Low"
"988","Ryan Humphrey","Moderate","Low",1.9,"Low",2.5,"Low","Low",0,"Low","Low"
"989","John Salmons","Moderate","Low",2.1,"Low",1.8,"Moderate","Moderate",0.5,"Moderate","Low"
"990","Tamar Slay","Low","Low",2.6,"Low",2.9,"Low","Moderate",0.7,"Moderate","Low"
"991","Qyntel Woods","Moderate","Low",2.4,"Low",2.2,"Moderate","Moderate",0.2,"Moderate","Low"
"992","Cameron Payne","Moderate","Moderate",5,"Moderate",4.9,"Moderate","Moderate",1.9,"Moderate","Low"
"993","Adam Harrington","Low","Low",1.6,"Low",1.9,"Low","Moderate",0.7,"Moderate","Low"
"994","Shane Battier","High","High",14.4,"Moderate",12.3,"Moderate","High",3.5,"Moderate","High"
"995","Jason Richardson","High","High",14.4,"Moderate",13.6,"Moderate","Moderate",3.1,"Moderate","High"
"996","Jamaal Tinsley","High","High",9.4,"Moderate",9.5,"Low","Moderate",2.2,"Moderate","Moderate"
"997","Sonny Parker","Moderate","High",9.2,"Moderate",8.3,"Moderate","Moderate",2.5,"Moderate","Moderate"
"998","Trenton Hassell","High","High",8.7,"Moderate",8.1,"Moderate","Moderate",2.1,"Moderate","Moderate"
"999","Justin Anderson","Moderate","Moderate",3.8,"Low",3.2,"Moderate","Moderate",1.5,"Moderate","Moderate"
"1000","Eddie Griffin","Moderate","High",8.8,"Moderate",9.1,"Low","High",3.7,"Moderate","Moderate"
"1001","Joe Johnson","Moderate","High",7.5,"Moderate",7.6,"Moderate","Moderate",1.7,"Moderate","Low"
"1002","Gilbert Arenas","Low","High",10.9,"Moderate",8.2,"Moderate","Moderate",2.4,"Moderate","High"
"1003","Richard Jefferson","High","High",9.4,"Moderate",7.5,"Moderate","Moderate",0.7,"Moderate","High"
"1004","Speedy Claxton","Moderate","Moderate",7.2,"Moderate",6.7,"Low","Moderate",0.5,"Moderate","Moderate"
"1005","Jarron Collins","Moderate","Moderate",6.4,"Moderate",4.9,"Moderate","Low",0,"Low","High"
"1006","Brendan Haywood","Moderate","Moderate",5.1,"Moderate",3.6,"Moderate","Low",0,"Low","Moderate"
"1007","Tyson Chandler","Moderate","Moderate",6.1,"Moderate",4.3,"Moderate","Low",0,"Low","High"
"1008","Jason Collins","Moderate","Moderate",4.5,"Moderate",3.6,"Moderate","Low",0,"Moderate","Moderate"
"1009","Troy Murphy","High","Moderate",5.9,"Moderate",5.2,"Moderate","Low",0.1,"Moderate","Moderate"
"1010","Terence Morris","Moderate","Moderate",3.8,"Moderate",4.3,"Low","Moderate",1.1,"Moderate","Low"
"1011","Eddy Curry","Moderate","Moderate",6.7,"Moderate",5.2,"Moderate","Low",0,"Low","Moderate"
"1012","Kenny Satterfield","Low","Moderate",5.3,"Moderate",5.5,"Low","Moderate",0.8,"Moderate","Moderate"
"1013","Earl Watson","Moderate","Moderate",3.6,"Moderate",3.3,"Moderate","Moderate",0.7,"Moderate","Low"
"1014","Kwame Brown","Moderate","Moderate",4.5,"Moderate",4.3,"Low","Low",0,"Low","Moderate"
"1015","Will Solomon","Moderate","Moderate",5.2,"Moderate",5.3,"Low","Moderate",2.6,"Moderate","Moderate"
"1016","Lamar Patterson","Low","Moderate",2.4,"Low",2.3,"Low","Moderate",1.4,"Moderate","Low"
"1017","Etan Thomas","Low","Moderate",4.3,"Moderate",3.2,"Moderate","Low",0,"Low","Moderate"
"1018","Tierre Brown","Low","Low",3.1,"Low",2.9,"Moderate","Moderate",0.3,"Moderate","Low"
"1019","Steven Hunter","Moderate","Low",3.6,"Low",2.8,"Moderate","Low",0,"Low","Moderate"
"1020","Loren Woods","Moderate","Low",1.8,"Low",1.6,"Low","Low",0,"Low","Moderate"
"1021","Alton Ford","Moderate","Low",3.1,"Low",2.2,"Moderate","Low",0,"Low","Moderate"
"1022","Gerald Wallace","Moderate","Low",3.2,"Low",3.2,"Moderate","Low",0.1,"Low","Low"
"1023","Joe Crispin","Low","Low",3.8,"Low",3.2,"Low","Moderate",1.9,"Moderate","Low"
"1024","Zach Randolph","Low","Low",2.8,"Low",2.6,"Moderate","Low",0,"Low","Low"
"1025","Brandon Armstrong","Low","Low",1.8,"Low",2.4,"Low","Moderate",0.5,"Moderate","Low"
"1026","Willie Reed","Low","Moderate",4.7,"Moderate",3.4,"Moderate","Low",0,"Low","Moderate"
"1027","Kenyon Martin","Moderate","High",12,"Moderate",11.4,"Moderate","Low",0.2,"Moderate","High"
"1028","Marc Jackson","Moderate","High",13.2,"Moderate",10.6,"Moderate","Moderate",0.5,"Moderate","High"
"1029","Mike Miller","High","High",11.9,"Moderate",10.3,"Moderate","High",4.4,"Moderate","Moderate"
"1030","Darius Miles","High","High",9.4,"Moderate",7.8,"Moderate","Low",0.2,"Moderate","Moderate"
